link,title,description,category
lWM5Ygz1Y1I,History of the iPhone,"Watch the iPhone evolve through thirteen years of development. Starting with the original iPhone in 2007, which revolutionized the mobile phone industry, and ending with the iPhone SE, iPhone 12 mini, iPhone 12, iPhone 12 Pro, and iPhone 12 Pro Max in 2020. What's in store for the best selling smartphone in America? No one knows for sure. But it would appear that the iPhone will remain a leader in the smartphone industry for years to come.

Music: FREE BEAT 2014 - Deetunez",History
T-E_jTcsD8,Adam Dares To Try Out The Burger From Hell! | Man V Food,"Adam Richman travels to Amarillo, Texas, also known as the meat capital of the world. There, he tries the burger from hell!

Subscribe to DMAX for more great clips: ",Food
iVpaZbFUrBY,Kamala Harris' travel canceled after staffer tests positive for coronavirus,Joe Biden’s presidential campaign said Thursday that vice presidential nominee Kamala Harris' communications director and a traveling staff member for her travel to Arizona tested positive after that Oct. 8 trip.,Travel
E7Jfrzkmz,Why Chinese Manufacturing Wins,"Enter to win $2000 with Anker's ""Power it Up"" contest: http://bit.ly/2uXquXZ
The battery I talked about at the end: http://amzn.to/2wCwwgh",Manufacturing
M_cqRfp0Mvk,,"On this 2020 Amazon Prime Day, I am sharing travel gear, travel bags and travel accessories for you. I have flown with most of these items. Some are on my Christmas list. As a pilot wife I have put these travel items to the test inside airplanes, inside my carry-on suitcase, through different packing methods and in hotels for over the last 18 years.
The travel bags are the first item on my Amazon Prime list for 2020.

Try Amazon Prime for free: ",Travel
9QtNtGZh_F,"This Humble FAMILY Eatery Is Serving Honestly-Priced, Delicious COASTAL MANGALORE Food | FISH N DISH","#mangaloreanfood #seafood #bangalore

family run mangalorean coastal restaurant, neighbourhood restaurant, jp nagar, south bengaluru, fish n dish, fresh seafood, fish fry, fish curry, prawn fry, prawn curry, prawn sukka, ghee roast, kane, lady fish rawa fry, mackerel tawa fry, silver fish curry, curry, spicy mangalorean curry, fish meal, fish thaali

Harish Shetty, a native of Puttur, and his wife, Prema, uprooted themselves from their life in Mangalore five years to move to Bengaluru with their only son, Shaman, for his higher education. To earn a livelihood, they set up a small eatery in a corner of the city, with absolutely no experience but compelled by necessity and their love for cooking the food of their native land. Despite all odds, their tiny shop, Fish N Dish, prospered modestly over the years. The current situation brought all that to nought as they lost their meagre staff, most of their business, and were forced to fend for themselves to stay afloat. Alerted by our viewers of their plight, I paid an impromptu visit to find the couple cooking in the kitchen, serving customers and also cleaning up after them, assisted by their son. The delicious homestyle Mangalorean food that I tasted fuelled by Harish and Prema Shetty’s motivation to provide for their son a better life inspired this episode. Hope you enjoy this one, please support them and neighbourhood eateries like these if you can. 

Lady Fish Rawa Fry
A delicate crust conceals the lady fish, smeared with a gentle masala that’s seasoned to perfection. The fish is fresh and flakey, the perfect size to peel away at its flesh, definitely a fry to order when here
Rs. 200 (usd 2.7) for one fish
9/10

Prawn Sukka
The coconut is the perfect sponge to soak up the flavours of the masala and also the slight sweetness of the prawns. The coconut masala, toasted curry leaves, ginger garlic and green chilli combine supremely with the prawns that have been cooked to just the right texture. 
Rs. 300 (usd 4.1) 
9/10

Squid Ghee Roast
The ghee roast masala is warming and ‘kadak’ in its punch and laced with the generous ‘butteriness’ of ghee. Would order the ghee roast here again, but perhaps with fish or chicken. 
Rs. 220 (usd 3) 
8/10

Mackerel Fry (Green Masala)
You can taste the fresh herbaceousness of coriander combined with the zing of mint and the spicy heat of green chillies. It’s a masala that’s robust enough to take on the strong flavours of the mackerel.
Rs. 130 (usd 1.8) per fish
8/10

Mackerel Tava Fry (Red Masala)
A deep-coloured masala that greets you with its spicy punch and has seeped into the core of the fish.
Rs. 130 (usd 1.8) per fish
8.5/10

Fish Thaali
A complete meal that includes a mackerel curry, mackerel fry, some vegetable, pickle, rice and neer dosa, guaranteed to satisfy, taste-wise and also fill you up.
Rs. 150 (usd 2)
9/10

Silverfish Curry
A gentle curry with the creaminess of coconut milk and mild flavours of the fish, the fish is the sort that one can devour completely, bone and all. A traditional silver fish curry would also have a bit of tartness that I missed in this preparation. 
Rs. 150 (usd 2) 
7.5/10

Mackerel Pullimunchi
The curry is nice and thick, however to a Mangalorean, it may seem a trifle compromised on the chilli and tamarind punch that one would expect to find in a traditional Puli (sour) Munchi (chilli). 
Rs. 150 (usd 2) 
8/10


Happy Eating!

Kripal Amanna,
Gourmet On The Road,
Food Lovers TV

TIMINGS: lunch 12noon to 330pm, dinner 630 to 10pm; Monday holiday
ADDRESS -  Fish ‘N’ Dish, Jambunagar 1st cross. Jambusavari dhinne, Near Bus Stand, J P Nagar 8th Phase, Bengaluru, Karnataka 560 076; tel: +91 99453 81372 
LOCATION TAG - ",Food
n-fklLuot3,Fastest Spike in Volleyball History | Moment When György Grozer Shocked the World (HD),"All Credits by FIVB:

Volleyball TV: https://go.volleyball.world/TV?ytv=d 

- Watch ALL the Volleyball Action ",History
_36RTFx8HEU,शुरू करे कंक्रीट ईंटो का व्यवसाय ।। Concrete Bricks Manufacturing Business,"With the increase in the development in the nation, the establishment of new and advanced infrastructure is necessary, and the most important thing needed in building up a building is a brick, which holds the whole infrastructure and stands tall till the end. 
But with the new laws, authentic red bricks are now getting replaced by concrete brick, as the raw material is smoothly available and does not eliminate harmful gases just like the old red bricks.",Manufacturing
JRoEV0st65,Dancing With the Stars Nepal | EPISODE 06,"Dancing with the Stars an international television series based on the format of the British TV series Strictly Come Dancing, which is distributed by BBC Studios, the commercial arm of the BBC. This is the first season of the show in Nepal. 

Connect with Dancing With The Stars, Nepal:
-------------------------------------------------------------------------------------------------------------------",Dance
79Ewz_JLyL4,Factory का माल घर बैठे मंगाए || Manufacturing Price || Bridal work & Fancy saree || Surat Market,"Factory का माल घर बैठे मंगाए || Manufacturing Price || Bridal work & Fancy saree || Surat Market

https://www.youtube.com/channel/UCkV9...",Manufacturing
ZRIdNmF-kR,,"ASMR most popular food at Popeyes Chicken (chicken sandwich, fried chicken, biscuits, cajun fries, 먹방, onion ring, strawberry pie) mukbang, HunniBee ASMR, asmr eating, asmr food

Coldest Giveaway  👉 ",Food
xq9m_SlXed0,Free Energy Experiment Using Sulfuric Acid - New Technology Science Experiment,"Free Energy Experiment Using Sulfuric Acid - New Technology Science Experiment
From this video you will learn how to make a free energy generator Magnet coil
230vlight bulb using magnet at home easily. thank you so much for watching my video.

Topic:

Free Energy Experiment Using Sulfuric Acid
Free Energy Experiment
Using Sulfuric Acid
New Technology Science Experiment
Sulfuric acid




My website: ",Science
_4WOhdsK9hM,कम पूँजी में घर बैठे लाखो कमाएं | LED Manufacturing Business in Vishwas Nagar | New Business Idea,"Devika Led House 
Devika Chamber : 597/ 28, Nehru Gali  Pandav Road, Vishwas Nagar, Shahdara,  Pin Code 110032

Location:-  ",Manufacturing
RihyvJcsxo0,आखिर Factory में कैसे बनते हैं Kurkure ? | 5 Amazing Food Manufacturing Factories | Food Factory,"Hi Guys, today The Frringo brings to you your favourite packed foods , but with a twist, today we are going to show you the manufacturing process of these lip smacking tasty foods which you all have loved since your childhood. From Amul ICe Cream to Kukure, you will be able to see how these foods are manufactured in factories!


Music Credits : Arrow (Jim Yosef) - NCS Release",Manufacturing
GStMSkhmYE,"INDIAN STREET FOOD Tour DEEP in PUNJAB, INDIA | BEST STREET FOOD in INDIA and BEST CURRY HEAVEN!","Check out https://ExpressVPN.com/thefoodranger for 3 months free w/ 1 year pack and 49% OFF! AMAZING Indian Street Food TOUR in Punjab, India! Check out https://ExpressVPN.com/thefoodranger for 3 months free w/ 1 year pack and 49% OFF! It has some of the Best Street Food in INDIA, it's a TRUE curry HEAVEN! We travel in India for street food, and went on a DEEP Street Food TOUR in Amritsar PUNJAB, to try some of the most AMAZING street food around the world! The Food Ranger (Trevor James) is in India eating Street Food! This truly was an amazing STREET FOOD ADVENTURE in INDIA with AMAZING curry, breakfast, and delicious restaurants with UNIQUE Indian food recipes and Indian dinner!

► The BEST VPNs for China:",Food
7fzLID6t9M,Bite Into These Five Fusion Food Stories,"Taco, meet Shawarma. Ropa vieja, meet lo mein. We promise you won’t leave this reel hungry.

SUBSCRIBE: https://goo.gl/vR6Acb",Food
8dUduiV7UDI,Selling Colombian Food Out Of A Bedroom Window In Brooklyn,"Through her project La TropiKitchen, Stephanie Bonnin makes handcrafted Colombian food and sells it from her apartment in Bushwick, Brooklyn. Before COVID-19, Stephanie hosted pop-ups and dinner parties, but since the start of the pandemic, she's sold her arepas, enyucados, bollos, pasteles, and more directly from her bedroom window. Stephanie travels throughout Colombia to learn from local women about her country's varying culinary histories, from the Andes to the Amazon to major cities, then she takes this knowledge back to New York.

Subscribe to Munchies here: ",Food
0Gl1qmPefbk,Chattanooga Tennessee Travel TV Best Attractions,"Explore with us the best things to do in Chattanooga TN

On this video we explore everything that Chattanooga has to offer from the beautiful downtown area to the amazing Ruby falls.

Here are the best point of interests in Chattanooga TN - ",Travel
jP0aVzFseX4,Inside Maruti Manufacturing: New Dzire Production - NDTV CarAndBike,"We bring you behind-the-scenes for an exclusive look at the manufacturing of the new Maruti Suzuki Dzire. The Dzire is made at 'Plant A' at Maruti Suzuki’s Manesar factory just outside Delhi. This plant can make about 650 new Dzires every day and approximately 300 units of the Ciaz. The Manesar facility has three plants, and makes over 3000 cars a day overall (including other models like Baleno and Celerio). To explore the New Dzire, visit, ",Manufacturing
IUZvbg-PjLg,80s Night Elimination - Dancing with the Stars,"The couples in jeopardy this week were Jesse Metcalfe & Sharna Burgess and Vernon Davis & Peta Murgatroyd. See who was sent home in Week #5 (80s Night) of Dancing with the Stars 2020.

Subscribe: ",Dance
SnLuNaygzUM,भारत के इतिहास सबसे बड़े झूठ | Biggest Lies Of Indian History,"भारत के इतिहास  सबसे बड़े झूठ Biggest Lies Of Indian History

Written, Edited and Voiced by
[Kaushik]",History
kYM3VXc7kX8,,"General Science | Speedy Science 100 Questions Live Test | Science by Aman Sir

🚀 8:00 PM - All SSC Exams 2020-21 | GS by Aman Sir
👉 ",Science
3HRkKznJoZA,The Pi Song (Memorize 100 Digits Of π) | SCIENCE SONGS,"Can you remember 100 digits of pi?
The TEETH Song (Memorize Every Tooth): https://youtu.be/PI3hne8C8rU
OUR PODCAST: http://sidenotepodcast.com",Science
FJ-CC-OZh-U,TikTok Science with Steve Spangler,"If you’re a parent teaching at home, resident science guy Steve Spangler is back with some amazing experiments that you can do with your kids, all inspired by TikTok! From a lesson in centripetal force, to finding out how Executive Producer Andy reacts to mixing Mentos and Coca-Cola, you’re going to want to see this!",Science
zSHcyXfNP,Iceland Vacation Travel Guide | Expedia,"Iceland – a nation windswept and beautiful from mountain to sea. Check out our footage to discover the natural and manmade marvels of the island. 

Check out all the places we visited in this video: ",Travel
-k4ILBLdeW,Human body #2 | General Science | Railway NTPC & Group D Special | By Prakash Sir |,"#NTPC #Patwar #GeneralScience

Human body #2 | General Science | Railway NTPC & Group D Special Classes | By Prakash Sir |

Railway NTPC & Group D Special Classes playlists :-

Static GK | Railway NTPC & Group D Special | By Narendra Sir",Science
MScaB9XHMP,10 Mysterious Things That Science Can't Explain,"PRIVATE DIARY ► https://goo.su/1S4k

The pace of technological innovation began to quicken: it seems that science can now handle any task. However, our world is full of secrets, and sometimes even the best scientists are powerless to solve them. Will they ever be solved? Let's find out.",Science
Y8GT6Wv9mQE,Most Interesting Manufacturing Processes That Are At Next Level !,"Amazing Manufacturing Processes Everyone Should See.

Thank you for watching !",Manufacturing
JLZlCZ0,,"The journey to Arunachal, North East India begins with a train journey from Guwahati to Murkongselek. From here we head to Pasighat. And I and my travel companions are just getting started by exploring the tiny glimpse of Arunachal that we have so far. From markets to bridges, the adventure will only get better from here. :)

Next Video: ",Travel
rEb_L40vPY,"Choti Si Pyarisi Nanhisi dance performance,NEW SACRED HEART ENGLISH SCHOOL.","Choti Si Pyarisi Nanhisi dance performance by Sartaj and party, New Sacred Heart English School.",Dance
8I1m1n-7Lg,How To Cook Like a Chef || Recipes and Food Hacks,"00:00 - Egg recipes
06:07 - Quick snack ideas
09:42 - Simple exotic food",Food
1Ya67aLaaC,The Science of Pornography Addiction (SFW),"TWEET IT - http://clicktotweet.com/195v1

It's the number one topic for internet searches, but do we ever consider how pornography can have lasting neuroplastic effects? Discover the hard science behind the 'porn epidemic' - the internet's drug of choice.

Written and created by Mitchell Moffit (twitter @mitchellmoffit) and Gregory Brown (twitter @whalewatchmeplz).

TWITTER: ",Science
-aKn-5pGMZ0,Time Travel in PUBG PART 2 | PUBG Mobile Short Film Web Series EP 2 | Bollywood Gaming,"Time Travel in PUBG 

🔥 Follow me on Instagram : https://www.instagram.com/bollywood_g...",Travel
F7S_s2-X8AY,The Most Useful Manufacturing Machinerys - Enchanting Production Processes Unseen Before,The Most Useful Manufacturing Machinerys  - Enchanting Manufacturing Processes Unseen Before,Manufacturing
XV_ux4tlY-4,"Somewhere Over The Rainbow - Music Travel Love (Franklin, Tennessee)","Follow our playlist for a complete collection of our covers includiong ""Somewhere Over The Rainbow"" - https://spoti.fi/336I1jN",Travel
-q1Xm7X7s_k,Amazing Melting Pure Gold Technology - Modern Gold Coins and Bars Manufacturing Process,"Amazing Melting Pure Gold Technology - Modern Gold Coins and Bars Manufacturing Process after gold rush.
In this video:
1. Melting pure gold traditional process: www.soaccurate.com
2. Making gold bars in Uganda's African Gold Refinery: www.gold.africa
3. Gold and silver coin manufacturing process: www.mint.ca , www.perthmint.com ,  www.usmint.gov
4. South African Gold Refinery.
5. Gold and silver vault: www.usmint.gov
🔨 Watch more creative workers: ",Manufacturing
Qmi-Xwq-ME,Traveling to the Happiest Country in the World!!,"We are selecting one person who makes a purchase from Seek Discomfort of ANY AMOUNT on Sunday, December 1st and another person on Monday, December 2nd to join us on an episode next year!! The odds should be pretty good so I'd definitely not miss out :) ",Travel
O780otLedCQ,science project for class 7th students working model Easy science exhibition projects class,"science project is an educational activity for students involving experiments or construction of models in one of the science disciplines. Students may present their science project at a science fair, so they may also call it a science fair project. ... Science projects are done by students worldwideEasy science model electric self sharpener best for science model RR techs
AND SUBSCRIBE TO RR techsEasy Science project working model 😇👍👍🚤 more videos like A stick figure is a very simple drawing of a person or animal, composed of a few lines, curves, and dots. In a stick figure, the head is represented by a circle, sometimes embellished with details such as eyes, mouth or crudely scratched-out hair. The arms, legs and torso",Science
3mK26JM2QO,Thailand Travel: Thailand Reopening for Tourism,"Thailand is reopening to international travel and tourism! Learn about Thailand's new long-stay tourist visa, good for 90+ days. Also: When tourists can enter Thailand again, how to travel to Thailand during coronavirus, how much the new Thai visa costs, how long you can stay in Thailand, entry requirements, quarantine details, and more. 

Resources: 
* List of approved hotels for quarantine:  ",Travel
dzR2dcWQWFY,River travel on a sailboat... is this a good idea? [Ep 24],"These videos are made possible by you. Check out our Patreon account to get access to Maya’s secret journal, early access to the videos, surprise handwritten letters delivered to your mailbox, the chance to meet us in person, AND our neverending undying gratitude! ",Travel
Yutzg2NLwcU,Giant Aircraft: Manufacturing an Airbus A350 | Mega Manufacturing | Free Documentary,"Mega Manufacturing: Airbus A350 | 4K Engineering Documentary

Assembled in France using millions of components made throughout Europe: The A350 is the most modern commercial aircraft in the world. 

The Airbus A 350: the most modern commercial aircraft in the world. It takes 1800 highly-skilled specialists in Toulouse, France, and 2.5 million individual parts, delivered from all over the world, to assemble this masterpiece of aeronautic engineering. The goal: An aircraft with minimal consumption and maximum range. 53 percent of the Aircraft consist of a modern ultra-light composite material. But the innovative material also requires entirely new manufacturing processes. A challenge for the aircraft manufacturers in Toulouse. And the final assembly is preceded by a logistical masterpiece: The individual parts of the aircraft travel from various Airbus plants in Europe to Toulouse: the front and centre sections from Saint-Nazaire in France, the tail section from Hamburg, the wings from Broughton in Wales and Bremen, and the tail fin from Getafe in Spain. The factory in Toulouse is supplied with these parts by a specially developed transport aircraft, the Beluga. Several times a day, five of these machines commute between the various plants and bring supplies for production seven days a week from early in the morning until midnight. And the journey of the components is not over in Toulouse. By the time the A350 is fully assembled it will have passed through seven hangars or ""stations."" Given the extremely high number of components that have to be assembled and the large number of different suppliers, there are a lot of risk factors involved in the production of the A350. And the pressure is high: The modern aircraft is extremely popular with airlines, with 890 pending orders to date. Ten aircraft of the A350 have to leave the factory every month no matter what. 
▬▬▬▬▬▬▬▬▬

Subscribe Free Documentary Channel for free: ",Manufacturing
r_25WW,"What A Wonderful World - Music Travel Love (Phuket, Thailand) (Sam Cooke Acoustic Cover)","Thanks for watching our acoustic cover of ""What A Wonderful World"" by Sam Cooke from Phuket Thailand!

Special Thanks: 
IAM Worldwide - ",Travel
iP8cX5hA_Gk,"Sikkim Tourism video , India | Travelling through North East India","Nathula Pass is closed on Monday & Tuesday. 

Sikkim is an outstanding Tourism destination of North East India. In this video you will see North East India food, we enjoyed in Sikkim.

After watching this video you will get good knowledge of:
Sikkim Tourist places & Sikkim Places to visit.

We have done a 11 day tour of all the 4 districts of Sikkim, which has been published as a day wise journey.

This is a journey of North East Indian food, Culture, customs, Tourism destinations and everything you wanted to know about How to travel to Sikkim.

This Episode is Summary of all the 10 Episodes done by visa2explore team.

This episode of Sikkim, North East India tourism covers:

Day wise Itinerary planning to all the 4 districts - Starting from East Sikkim to North then South and then West Sikkim.

You will also get relevant information on mode of transport with costs.

Just in case if you are looking for a travel agent or someone who can help you plan your sikkim tour, you can connect with etripto. Though i have not used their services but i go this as a reference: ",Travel
Syi275uhkEI,Cute and funny dance by Kids | Song - Oh ho Jane Jaana | Salman Khan | G M Dance,"Oh ho Jane Jaana | Salman Khan | G M Dance | Deepak Tulsyan choreography 
▶ FACEBOOK: https://www.facebook.com/gmdancecentre
▶ INSTAGRAM: http://instagram.com/gmdcindia",Dance
WDtXdZrdpdQ,,"Incense is an aromatic biotic material that releases fragrant smoke when burned. The term refers to the material it self, rather then to aroma that it produces. Incense is used for aesthetic, religious, and in therapy and for ceremonial reasons. 

Incense or agarbatti making business is a very profitable and small scale business in india which you can start with very little investment. The process of agarbatti making is very simple and can be done by using machines.   

Institute for industrial develpoment is virtual incubator centre which works under ppp mode approved by the govt. of india, ministry of msme new delhi. 

Covered Topics in The Video:
1): Agarbatti Making Machine
2): Agarbatti Making Machine price
3): Agarbatti Manufacturing Machine
5): Agarbatti Raw Material
4): How To Make Agarbatti

TO WATCH FULL VIDEO , PLEASE REGISTER AS A MEMBER. 

This video has been created by Institute For Industrial Development. 

Institute for Industrial Development - Incubator with MSME, Govt. of India. Mission to impart detailed knowledge on various Govt. scheme under one roof. Know more about Institute for Industrial Development

Visit: ",Manufacturing
gSkiUVhL5O0,Gulliver's Travels Hindi Trailer Exclusive | HQ,"This December join Jack Black in his biggest adventure trip ever in his upcoming film Gulliver's Travels. The film releases on 31st December, 2010.",Travel
iIPWBEu7um0,,Mouth watering Daal Kadhi recipe for you Today. #HappyCookingToYou #WohiRiwayatiMaza #HarBaarZaiqaydaar #Nestle,Food
NRPAEZcp9k,Class 6 worksheet 6 SCIENCE : Hindi Medium : 14 october 2020 : science worksheet 6 : doe worksheet 6," @Zoom Education Class 9,10    @Qushyka Nidhi Schools - QNS   @Qushyka Education


Doe class 6 Worksheet 6 subject Science
Worksheet 6
Doe Worksheet
Doe Worksheet 6
Class 6 worksheet 6
Class 6 Science worksheet 6
Class 6 worksheet 6 Science
Class 6th Science Worksheet 6
Class 6 Science worksheet
Class 6 Science worksheet 6

 Science worksheet 6
 math class 6 Worksheet 6
Class 6 Science worksheet 6
Class 6 Science worksheet
 math worksheet 6 Class 6
Doe Science worksheet 6
Doe Class 6 Science worksheet 6


14 october Science worksheet 6
14 october class 6 Science worksheet 3
14 october Science worksheet 6 Class 6
14 october worksheet 6 Science class 6


6th, 14th, 6th Class की सभी Worksheet का link-
6 to 6th class :  All Doe worksheet Solution : DoE Delhi Govt school: ",Science
JghSJ2bM6T,ऐसे बना था WWE,"ऐसे बना था WWE. For more WWE in Hindi 2019 videos, subscribe Wrestle Kahaniyan.

Decisions by Kevin MacLeod is licensed under a Creative Commons Attribution licence (",History
n1cY2Ho7PXQ,The 10 Bravest Dogs in History,"🎥 PREVIOUS VIDEO: https://youtu.be/9mywHIO6_hQ
🔥 Stay tuned in our Community: https://www.youtube.com/user/CopyMafi...",History
FV69-0eci,Rare Photos Not Appropriate for History Books,"History is a strange thing. In many cases, the only things we know about history are things that have been captured in photos or in books. While written history can be manipulated, photos seem to be the only things that can truthfully inform us of the past. You'll see many of these photos in history books. However, some of these photos are NOT appropriate for history books, and as a result, you may never see them. Until today! We've found the inappropriate photos from history and we're going to show you them and discuss why they are not found in history books.",History
V2sOO0AcGz8,SHE TRAVELS THE WORLD FOR FREE!,"http://bit.ly/subscribeMT & https://www.touristhelpline.com/trave...
How to travel for free! How to travel more in less budget! There are many people around who travel the world for free. Watch this video to know how! I met these girls while trekking in Cappadocia, Turkey. She shared her experience of volunteering in exchange for free food and accommodation. Check the beautiful landscapes of Cappadocia. Watch me exploring spooky caves and interesting tunnels and enjoying a free ATV tour in Cappadocia ;)
 

If you have any other query feel free to ask at -
 www.facebook.com/groups/touristhelpline 
(It may not be possible for me to answer every question here, but other group members, travellers, and travel experts can help you)

Other travel series  - 
# THAILAND playlist - ",Travel
CkuD3gX,,"**********SUPPORT & DONATE**********
GOOGLE PAY / Paytm - 8920061900

We cover Complete Syllabus of All subjects

Our Study channel 

MKr. Classes (for class 9th) :- ",Science
FlRwssZYRM0,10 Best Places to Visit in Italy - Travel Video,"Check out all the places seen in this video: https://www.touropia.com/best-places-...

Located in Southern Europe, this boot-shaped country is one of the world’s most popular travel destinations for a number of reasons that include art treasures, trendy fashion, stunning landscapes, passionate people and top-class cuisine. Italy offers so much to see and do that it would take a lifetime to explore.",Travel
MyqhDKNig88,Why Traveling Is Important,"Why Traveling Is Important FreedomKingdom

Subscribe here: goo.gl/IAZPNu
Facebook: ",Travel
ZCdUQP5WN-k,All Delhi best VEG Street food at one place | उँगलियाँ चाट चाट कर खाओगे 😋😍,"Masala Junction
Sai Baba Chowk, 198-A, Pocket-H,
Dilshad Garden, Delhi - 95
Ph: 9811000415
Google map: ",Food
Y3U3RslVP5,,"hii chela मै sk jha आप सभी को sk jha channel पर स्वागत करता हुं। इस channel के माध्यम से मै RRB NTPC GROUP-D के science को मै पूरा complete पढ़ाऊंगा आप हमारे इस channel ke माध्यम से जुड़े रहें और आप अपनी तेयारी को strong करें ताकि आपका exam super duper हो।

अगर आप हमारा pdf पाना चाहते हैं तो हमारे telegram channel में जुड़ जाए

Link:- 👇👇👇

Telegram :-  ",Science
f5WLmBbGM,WE TESTED VIRAL TIK TOK TRICKS! Easy DIY Experiments You Can Do At Home! Science By 123 GO!CHALLENGE,"Science!! It so cool and fun! Especially when you get to do science experiments!

Maybe it’s making unpoppable bubbles, or interesting colors!

No matter what you do, something interesting and cool is gonna happen!

Have you conducted any of these experiments? 

Let us know in the comments! 

And don’t forget to share this video with your friends and subscribe to 123 GO! CHALLENGE’s YouTube page for more great videos like this one!",Science
xOq0YVeF8f4,Biscuit Manufacturing Process | Parle G देखिये Factory में कैसे बनायी जाती है,"Cookie Manufacturing Process  सबसे शानदार Parle G देखिये Factory में कैसे बनायी जाती है
.
today in this video you will see food production process in factory
Manufacturing is the production of products for use or sale using labor and machines, tools, chemical or biological processing or formulation and is the essence of secondary industry. The term may refer to a range of human activity from handicraft to high tech but is most commonly applied to industrial design, in which raw materials from primary industry are transformed into finished goods on a large scale. Such finished goods may be sold to other manufacturers for the production of other more complex products (such as aircraft, household appliances, furniture, sports equipment or automobiles), or distributed via the tertiary industry to end users and consumers (usually through wholesalers, who in turn sell to retailers, who then sell them to individual customers).
.
Thanks For Watching",Manufacturing
z6c_Zs5DG0,Mercedes C-Class CAR FACTORY - HOW IT'S MADE Assembly Production Line Manufacturing Making of,"Mercedes Benz C-Class HOW IT'S MADE  Car Factory Assembly Production Line - How to Make a Car. Video filmed inside a Mercedes-Benz factory and showing how the the Mercedes-Benz C-Class is made.

The Mercedes-Benz C - Class is a passenger car of the Mid-size car segment produced by the German manufacturer Mercedes-Benz since 1993. It is the successor to the Mercedes-Benz 190.

►If You Love Cars, You Should Subscribe Now To Gommeblog's Channel: ",Manufacturing
xAv4qKrKvII,,"Awesome Manufacturing and Processing Methods Not Common！You Will Be Very Satisfied After Watching！
💕 Don't miss a new video: http://bit.ly/31QYnJH",Manufacturing
qErl4he7eM,Street Food: Latin America | Official Trailer | Netflix,"The mouth-watering documentary series travels to Latin America to meet the local stars of Street Food in Brazil, Mexico, Colombia, Argentina, Peru, and Bolivia. Only on Netflix, July 21.

SUBSCRIBE: ",Food
Wav3ZdPurX,Why Does Feminism Have a Complicated History in India?,"Feminism, Indian culture, and nationalism have a complicated history. Mary E John, Professor at the Centre for Women's Development Studies, explains why.

Featuring: Dr. Mary E John
Edited by: Anahita Sachdev
Produced by: Shrishti Malhotra
Creative Supervisor: Karla Bookman

Don't forget to subscribe to our channel: ",History
8bYFdVAhLag,"I Knew I Loved You - Music Travel Love (Sunset Beach, North Carolina) (Savage Garden Cover)","Thanks for watching our cover of ""I Knew I Loved You"" by Savage Garden live from Sunset Beach, North Carolina!

Get ""I Knew I Loved You"":
Smart URL: ",Travel
_vcJht7VyYU,"ASMR:Delicious*Indian food* eating (Biriyani rice,paanipuri,butterchicken) *Eating sounds*","HI guys indian food today.
pls subscribe,like&comment",Food
QitIWhrQi,,"Free Subscription click here : https://www.youtube.com/channel/UCyU0...
Get notified about our Latest update by Clicking the Bell Icon 🔔 

Paid Subscription ",Dance
nLX_u3OPA4,15 Most Expensive Mistakes in All History!,"When we make mistakes in our everyday life, they often don’t take much to fix. Correction pens fix spelling areas, and a simple apology is sometimes enough. But what about the most expensive mistakes in history? Sometimes, it takes a bucket-load of money. From a skyscraper that can fry an egg, to an obese train that’s no good to anyone, here are 15 of the most expensive mistakes in history. 

► For copyright matters please contact us: OfficialAmerikano@hotmail.com",History
4be99cyr7Kk,Indian Style Egg French Toast | Masala Omelet Sandwich | Indian Street Food,"This tiny stall in Mysore serves delicious french toast with Indian twist. The way he prepares these egg sandwiches is very unique. First he breaks the eggs and cook only the egg whites on pan then he puts bread on the omelet. It is then topped with egg yolk, masalas and onion tomato mixture. The final dish is yummy and full of flavours.

Address : Egg Center, K.G Koppal, Kajjihundi, Mysuru",Food
YTEJ6ElTUL8,Manufacturing bass subwoofer 12'' - [ Great sound ],"Thanks for watching, subscribe & share!

Manufacturing bass subwoofer 12'' - [ Great sound ]

► Subscribe to channel:",Manufacturing
1sISguPDlhY,How the food you eat affects your gut - Shilpa Ravella,"View full lesson: http://ed.ted.com/lessons/how-the-foo...

The bacteria in our guts can break down food the body can’t digest, produce important nutrients, regulate the immune system, and protect against harmful germs. And while we can’t control all the factors that go into maintaining a healthy gut microbiome, we can manipulate the balance of our microbes by paying attention to what we eat. Shilpa Ravella shares the best foods for a healthy gut.

Lesson by Shilpa Ravella, animation by Andrew Foerster.",Food
7YBjtW2SUdQ,COFFIN DANCE but in Fortnite - Part 15,"This is part fifteen of the Coffin Dance meme in Fortnite, with only Fortnite sounds!
Like for part 16👍🏼
Comment what skin we should use in the next part!👇🏼

Our new merch is live: ",Dance
kyDiXX6U,The mysterious science of pain - Joshua W. Pate,"Explore the biological and psychological factors that influence how we experience pain and how our nervous system reactions to harmful stimuli.

--

In 1995, the British Medical Journal published a report about a builder who accidentally jumped onto a nail, which pierced straight through his steel-toed boot. He was in such agonizing pain that any movement was unbearable. But when the doctors took off his boot, they discovered that the nail had never touched his foot at all. What’s going on? Joshua W. Pate investigates the experience of pain.

Lesson by Joshua W. Pate, directed by Artrake Studio.

Sign up for our newsletter: ",Science
